Signal_Strength,Distance,Channel_Frequency
0.9618427920625298,-1.236301765377545,0
-0.8945133870935881,-0.8670507138858858,1
-0.3947300847050343,-0.580115344006011,0
-1.0018817464476653,1.2668209956255856,0
-1.2649633541042298,-0.5391848021818428,0
1.7169773220357567,-1.6556913168391225,0
-0.8067534109495536,0.4774019892976852,1
-1.2282821622313043,-0.6839254473748609,0
1.2280645881992656,-0.5941189537630953,1
1.432725520836788,-0.90634291111397,0
0.8276589504110301,1.020971279620355,0
-1.5762758289750556,-0.022050731389636757,0
-0.8769174509440674,1.5326496860095622,1
0.447778151941936,-1.2924747768003482,0
1.581579236688304,0.1636742390338008,1
-0.12010148717203789,1.2742355839200552,1
-0.14783069728779413,-1.3475837460274132,0
0.42151772656388337,0.40843471382695395,1
0.05705539695148666,-1.3297492615875135,0
-1.1251574103109578,0.9529167401683557,0
0.19011290148718996,1.7007816476625595,0
1.2577459679733791,0.05693953180063559,0
-0.9816823126707439,0.9768348059133637,0
-0.5609328846764132,-1.7418863934763,1
1.3979660741467712,-0.5046662405870278,1
1.0342467184877662,0.5803929762622022,0
0.18973753668034105,1.629665134080106,1
1.549784859408933,-0.5129398888438085,0
-0.28348114232750193,1.1673904943335558,0
-1.2858956697779882,-1.7054427337817086,0
0.3556912447404669,-1.3150368705017836,1
-1.1677264328348491,-0.2623081118835345,1
0.49463070359559685,0.5524280164010665,0
1.0973432262290668,-0.8059635451573162,1
1.3257620031530697,-0.42649342350989916,1
1.589997397054891,0.6872271785817424,0
0.27462245089105114,1.050128740876057,0
-0.23654796023490887,-1.0519000105029679,0
0.1312489051575756,-1.5257137534950358,0
0.8781547091874474,1.7090300669300973,0
-1.5595529061992544,0.4363204252081026,0
-0.49901805561264434,-0.5607523248376722,1
0.38566878301542745,-0.2640970104432765,0
-1.0521785019127687,-1.3435341204040923,1
1.530244977456786,1.4326210011735259,0
0.6693285448378186,-1.6129337089850047,1
-0.7250038809170176,0.9940591762442815,1
-0.960493974553751,-0.9930103263884956,0
-1.233925635162551,1.1859245075181566,0
0.9256349910835836,-1.014746341697207,0
-1.4015334471614425,1.2013360097484218,1
-0.3872176347661101,1.1730434887041412,1
-1.27586462684864,-0.20958670167419327,1
-0.058211455128552796,-0.5059998881350117,1
-0.46220296988261306,-0.7992460192857117,1
